date,region,active_cases
2020-07-01,East Midlands,4494.195722278269
2020-07-01,East of England,1962.3494064988151
2020-07-01,London,2210.378681100838
2020-07-01,North East,989.3237164059216
2020-07-01,North West,3636.622033045776
2020-07-01,Northern Ireland,65.044891222581
2020-07-01,Scotland,1646.0235753043198
2020-07-01,South East,3297.9421718279714
2020-07-01,South West,1049.2661756996831
2020-07-01,Wales,2675.579030270624
2020-07-01,West Midlands,4006.8109776914007
2020-07-01,Yorkshire and The Humber,3656.007060352291
2020-07-02,East Midlands,4210.751232064852
2020-07-02,East of England,1787.7827165666392
2020-07-02,London,2187.8205586312524
2020-07-02,North East,1012.7378601947215
2020-07-02,North West,3392.256359006703
2020-07-02,Northern Ireland,28.684807862834397
2020-07-02,Scotland,1554.0822604995901
2020-07-02,South East,3234.367502897905
2020-07-02,South West,1098.3902550195712
2020-07-02,Wales,2548.7837257785804
2020-07-02,West Midlands,4035.182413811407
2020-07-02,Yorkshire and The Humber,3374.864370905001
2020-07-03,East Midlands,4220.618791350975
2020-07-03,East of England,1590.8321241067993
2020-07-03,London,2084.0041072081935
2020-07-03,North East,979.8083530631408
2020-07-03,North West,3125.295509720863
2020-07-03,Northern Ireland,13.877383159031316
2020-07-03,Scotland,1475.7071503892867
2020-07-03,South East,3147.7878780198844
2020-07-03,South West,1144.7594564908002
2020-07-03,Wales,2426.126017510742
2020-07-03,West Midlands,3917.9548731276127
2020-07-03,Yorkshire and The Humber,3171.673461344286
2020-07-04,East Midlands,4012.0267063739325
2020-07-04,East of England,1440.7187960357835
2020-07-04,London,2026.875923095716
2020-07-04,North East,777.2381496298121
2020-07-04,North West,2990.1623231321746
2020-07-04,Northern Ireland,5.923675619171204
2020-07-04,Scotland,1399.2515011226408
2020-07-04,South East,2982.131842282376
2020-07-04,South West,1192.799428082601
2020-07-04,Wales,2307.5603751180424
2020-07-04,West Midlands,3971.004745204525
2020-07-04,Yorkshire and The Humber,3156.056866083494
2020-07-05,East Midlands,3847.454444450224
2020-07-05,East of England,1301.922116063518
2020-07-05,London,2048.285005022999
2020-07-05,North East,787.0106797393581
2020-07-05,North West,2875.292750767987
2020-07-05,Northern Ireland,0.0
2020-07-05,Scotland,1348.7551875415204
2020-07-05,South East,2886.0732486591196
2020-07-05,South West,1320.743005161526
2020-07-05,Wales,2247.79797582032
2020-07-05,West Midlands,3977.8475369317625
2020-07-05,Yorkshire and The Humber,3006.172981619215
2020-07-06,East Midlands,3937.137257819701
2020-07-06,East of England,1145.224139169853
2020-07-06,London,2084.4493148936162
2020-07-06,North East,802.8501420828909
2020-07-06,North West,2787.2136211043535
2020-07-06,Northern Ireland,0.0
2020-07-06,Scotland,1310.3023381360279
2020-07-06,South East,2799.259348627806
2020-07-06,South West,1446.6649829070407
2020-07-06,Wales,2196.4705486764196
2020-07-06,West Midlands,3660.341493912328
2020-07-06,Yorkshire and The Humber,2823.2564182316746
2020-07-07,East Midlands,3929.2726227400726
2020-07-07,East of England,1000.2161945367344
2020-07-07,London,2135.2826691130554
2020-07-07,North East,818.1249354310825
2020-07-07,North West,2624.778852645911
2020-07-07,Northern Ireland,0.0
2020-07-07,Scotland,1281.0517822407674
